YBR182C	YOR140W	YGR044C	YGL254W	YCR018C	YLR131C	YPL038W	YCL067C	YIR017C	YJL056C	YNL103W	YLR013W	YOL067C	YCL066W	YKL185W	YIL101C	YMR019W	YJL110C	YPL177C	YJR147W	YMR021C	YGR249W	YDR421W	YKL043W	YOL089C	YMR017W	YPL176C	YDR371W	YDL071C	YDR370C	YPR107C	YNL336W	YBL074C	YNL327W	YDR525WA	YDR381CA	YDR351W	YLL033W	YGR271W	YDR380W	YOR276W	YNR049C	YDL060W	YDR416W	YGL097W	YLR394W	YLR389C	YEL070W	YER087CA	YHR193C
0.6626649	0.1853021	0.0247071	0.2493633	0.0303112	0.6712237	0.7104717	0.1655896	0.0628841	0.5776750	0.7194861	0.6549564	0.7219326	0.1986957	0.0266424	0.4492673	0.1460592	0.7169128	0.2594622	0.5243993	0.7231552	0.3463976	0.8770138	0.6413846	0.7085460	0.2831155	0.0261399	0.3064109	0.0152658	0.1514634	0.0000000	0.5353337	0.5450513	0.8355639	0.0996102	0.3604850	0.0604102	0.4662273	0.3267258	0.1801466	0.4709241	0.0691397	0.2955355	0.6350147	0.5957950	0.8128569	0.7513467	0.4685532	0.2997363	0.2282712
0.6750778	0.1694877	0.0353436	0.2774945	0.0738293	0.6741114	0.7033507	0.1503147	0.0512321	0.7060110	0.7012144	0.7070958	0.8017811	0.1984147	0.0023885	0.5225389	0.1627735	0.6437121	0.2386196	0.4688752	0.6305662	0.4236757	0.7314991	0.5859819	0.7313837	0.4053469	0.0131511	0.5153156	0.0332113	0.1250586	0.3086246	0.0000000	0.4362537	0.6249129	0.0862270	0.3339425	0.0569946	0.5229680	0.3548674	0.2783802	0.3417079	0.1578748	0.4649302	0.7176782	0.5515224	0.7394250	0.7024561	0.4326068	0.3720357	0.3060895
0.7165908	0.1232365	0.0258519	0.2702553	0.0703513	0.6924244	0.6993887	0.2046798	0.0831473	0.7438697	0.6448415	0.6563842	0.6996357	0.1857121	0.0252326	0.5036183	0.1280319	0.7324984	0.1974575	0.5342833	0.7356794	0.3989267	0.6543438	0.6464244	0.8351475	0.3008291	0.0201772	0.3181077	0.0219502	0.1592359	0.3555317	0.4919603	0.0000000	0.6503580	0.0722353	0.3216282	0.0643266	0.3944426	0.2445611	0.2319542	0.4764989	0.1338190	0.2908606	0.5484394	0.5594644	0.6528447	0.6724279	0.4324334	0.3939571	0.1930124
0.7239432	0.1810750	0.0261507	0.2352390	0.0321316	0.7374541	0.8018792	0.1574741	0.0834245	0.7533712	0.6961560	0.6620406	0.5996752	0.1478586	0.0180613	0.5342667	0.1274188	0.7188879	0.2204484	0.4380755	0.8651558	0.3641598	0.7741498	0.6617584	0.6920557	0.2887021	0.0117007	0.3776787	0.0343718	0.1851724	0.3947177	0.5371863	0.4925725	0.0000000	0.1057324	0.3506930	0.0538485	0.2041549	0.2982985	0.1858427	0.4745295	0.1127497	0.3713177	0.6471193	0.5844010	0.5840715	0.6970593	0.4825280	0.3380601	0.2646007
0.7043449	0.1851887	0.0431013	0.2306530	0.0423237	0.8129494	0.6358038	0.1933712	0.0969970	0.6351633	0.6853681	0.6957264	0.6941945	0.2171451	0.0060234	0.4937048	0.1988775	0.7343461	0.3110448	0.4730082	0.7737154	0.4262579	0.7851905	0.6935631	0.6808301	0.4221775	0.0069780	0.4114724	0.0380814	0.1086492	0.3577115	0.5964626	0.5961310	0.7858567	0.0000000	0.3488960	0.0416595	0.3338821	0.3269565	0.2972920	0.4597217	0.0985258	0.3942265	0.7051761	0.5560126	0.7443382	0.7141753	0.4972790	0.3158239	0.2495445
0.7039026	0.1997247	0.0296849	0.2578173	0.0509320	0.5838168	0.7218869	0.1366392	0.0562794	0.7873144	0.7274872	0.6056142	0.7294838	0.1822563	0.0256460	0.5823137	0.1895660	0.7587448	0.2558561	0.5066836	0.7379278	0.3619507	0.7634743	0.6734637	0.7287781	0.3499830	0.0069649	0.4568879	0.0592270	0.1245022	0.2961981	0.5707540	0.5172922	0.7022257	0.1064495	0.0000000	0.0416570	0.2275354	0.2903823	0.2063314	0.4014294	0.0849552	0.3963438	0.8227431	0.5612647	0.8908184	0.6667995	0.4469564	0.3886689	0.1665266
0.7066470	0.2535292	0.0518331	0.3851629	0.0528002	0.8250496	0.9067096	0.1795122	0.0739633	0.7268552	0.7884861	0.7043108	0.6547747	0.2361596	0.0018684	0.5060676	0.1517359	0.7928301	0.2295312	0.4883054	0.7830173	0.3594846	0.8442878	0.6728869	0.7782467	0.3280870	0.0022387	0.3676275	0.0697802	0.0896515	0.2652059	0.6004012	0.6527602	0.6614280	0.1110473	0.2808133	0.0000000	0.3423942	0.3648524	0.2242365	0.4116510	0.1081636	0.4530350	0.6279374	0.5981187	0.6930405	0.6288343	0.3889001	0.3545234	0.2610928
0.7431999	0.1778614	0.0498307	0.2316109	0.0310189	0.6685163	0.7885668	0.1440278	0.0552215	0.6614843	0.6923153	0.7947488	0.6489510	0.1768268	0.0259304	0.5230258	0.1503461	0.7225178	0.2210023	0.6121867	0.7975251	0.3680874	0.7586583	0.8078970	0.7721335	0.3508340	0.0071310	0.3755735	0.0245442	0.1050140	0.3084570	0.5000584	0.4601975	0.6192321	0.1195324	0.4041350	0.0534583	0.0011250	0.2981156	0.2829093	0.3709918	0.1049007	0.3873619	0.6391072	0.6583538	0.6871497	0.7792003	0.3665396	0.3442039	0.1996765
0.7237619	0.2275831	0.0353739	0.2762968	0.0351241	0.7753055	0.7168007	0.1601406	0.0436487	0.6791278	0.7807869	0.7619838	0.8194134	0.1377337	0.0209367	0.6398995	0.1412590	0.6075937	0.1952911	0.4979498	0.7651610	0.2953942	0.6797452	0.7227129	0.6596913	0.3281073	0.0150247	0.3392617	0.0505168	0.1180872	0.2694474	0.7125541	0.5669216	0.6308029	0.0511762	0.2970953	0.0694045	0.4568830	0.0000000	0.2162029	0.4206424	0.1289315	0.3015596	0.6843588	0.6627326	0.7809713	0.6925120	0.4486244	0.3155190	0.2417639
0.6206588	0.2056172	0.0157836	0.2148923	0.0339686	0.6643202	0.7526882	0.1795071	0.0980105	0.5870652	0.7315592	0.6088906	0.6580581	0.1849684	0.0133412	0.5191242	0.1507462	0.7521906	0.2123939	0.3905296	0.7379901	0.3936796	0.7202274	0.6110615	0.6639567	0.2614765	0.0124877	0.3856858	0.0345968	0.0910033	0.2315615	0.5419868	0.6369201	0.6609230	0.0530538	0.3588351	0.0791885	0.3204711	0.3737143	0.0000000	0.4508857	0.0826339	0.4230949	0.7600670	0.5960658	0.6722697	0.6837682	0.4883464	0.3507729	0.2679947
